Title,Author,Publisher,Primary ISBN10,Primary ISBN13,NYT List,NYT List Published Date,Weeks on NYT List,Parent Group
A BOLD FRESH PIECE OF HUMANITY,Bill O’Reilly,Broadway,767928822,9.78077E+12,Hardcover Nonfiction,1/18/09,15,Penguin Random House
WISHFUL DRINKING,Carrie Fisher,Simon & Schuster,1439102252,9.78144E+12,Hardcover Nonfiction,1/18/09,4,Simon & Schuster
"HOT, FLAT, AND CROWDED",Thomas L Friedman,"Farrar, Straus & Giroux",374166854,9.78037E+12,Hardcover Nonfiction,1/18/09,17,HarperCollins
TOO FAT TO FISH,Artie Lange with Anthony Bozza,Spiegel & Grau,385526563,9.78039E+12,Hardcover Nonfiction,1/18/09,8,Spiegel & Grau
THE SNOWBALL,Alice Schroeder,Bantam,553805096,9.78055E+12,Hardcover Nonfiction,1/18/09,14,Penguin Random House
THE RETURN OF DEPRESSION ECONOMICS AND THE CRISIS OF 2008,Paul Krugman,Norton,393071014,9.78039E+12,Hardcover Nonfiction,1/18/09,1,Norton
THE ASCENT OF MONEY,Niall Ferguson,Penguin Press,1594201927,9.78159E+12,Hardcover Nonfiction,1/18/09,4,Penguin Random House
"ARE YOU THERE, VODKA? IT’S ME, CHELSEA",Chelsea Handler,Simon Spotlight Entertainment,1416954120,9.78142E+12,Hardcover Nonfiction,1/18/09,25,Simon & Schuster
DO THE RIGHT THING,Mike Huckabee,Sentinel,1595230548,9.7816E+12,Hardcover Nonfiction,1/18/09,7,Penguin Random House
LETTER TO MY DAUGHTER,Maya Angelou,Random House,1400066123,9.7814E+12,Hardcover Nonfiction,1/18/09,11,Penguin Random House
THE AMERICAN JOURNEY OF BARACK OBAMA,the editors of Life magazine,"Little, Brown",316045608,9.78032E+12,Hardcover Nonfiction,1/18/09,8,Hachette Book
WHEN YOU ARE ENGULFED IN FLAMES,David Sedaris,"Little, Brown",316143472,9.78032E+12,Hardcover Nonfiction,1/18/09,0,Hachette Book
MY STROKE OF INSIGHT,Jill Bolte Taylor,Viking,670020745,9.78067E+12,Hardcover Nonfiction,1/18/09,0,Penguin Random House
PANIC!,Michael Lewis,Norton,393065146,9.78039E+12,Hardcover Nonfiction,1/18/09,0,Norton
NO LIMITS,Michael Phelps with Alan Abrahamson,Free Press,1439130728,9.78144E+12,Hardcover Nonfiction,1/18/09,0,Simon & Schuster
THE SHACK,William P Young,Windblown Media,964729237,9.78096E+12,Trade Fiction Paperback,1/18/09,33,Windblown Media
A THOUSAND SPLENDID SUNS,Khaled Hosseini,Riverhead,1594489505,9.78159E+12,Trade Fiction Paperback,1/18/09,6,Penguin Random House
REVOLUTIONARY ROAD,Richard Yates,Vintage,375708448,9.78038E+12,Trade Fiction Paperback,1/18/09,5,Penguin Random House
THE READER,Bernhard Schlink,Vintage,307454894,9.78031E+12,Trade Fiction Paperback,1/18/09,5,Penguin Random House
CHANGE OF HEART,Jodi Picoult,Washington Square,743496752,9.78074E+12,Trade Fiction Paperback,1/18/09,5,Simon & Schuster
THE BRIEF WONDROUS LIFE OF OSCAR WAO,Junot Díaz,Riverhead,1594489580,9.78159E+12,Trade Fiction Paperback,1/18/09,18,Penguin Random House
PEOPLE OF THE BOOK,Geraldine Brooks,Penguin,143115006,9.78014E+12,Trade Fiction Paperback,1/18/09,1,Penguin Random House
WORLD WITHOUT END,Ken Follett,New American Library,045122499X,9.78045E+12,Trade Fiction Paperback,1/18/09,13,Penguin Random House
THE FRIDAY NIGHT KNITTING CLUB,Kate Jacobs,Berkley,425219097,9.78043E+12,Trade Fiction Paperback,1/18/09,46,Penguin Random House
THE APPEAL,John Grisham,Delta,385342926,9.78039E+12,Trade Fiction Paperback,1/18/09,7,
THE ALCHEMIST,Paulo Coelho,HarperOne,61122416,9.78006E+12,Trade Fiction Paperback,1/18/09,69,HarperCollins
Halo: THE COLE PROTOCOL,Tobias S Buckell,Doherty,076531570X,9.78077E+12,Trade Fiction Paperback,1/18/09,6,
THE KITE RUNNER,Khaled Hosseini,Riverhead,1594481776,9.78159E+12,Trade Fiction Paperback,1/18/09,69,Penguin Random House
WATER FOR ELEPHANTS,Sara Gruen,Algonquin,1565125606,9.78157E+12,Trade Fiction Paperback,1/18/09,70,Algonquin Books
REMEMBER ME?,Sophie Kinsella,Dial,385338732,9.78039E+12,Trade Fiction Paperback,1/18/09,9,Penguin Random House
THE CHOICE,Nicholas Sparks,Grand Central,446698334,9.78045E+12,Trade Fiction Paperback,1/18/09,18,Grand Central
IN THE WOODS,Tana French,Penguin,670038601,9.78067E+12,Trade Fiction Paperback,1/18/09,21,Penguin Random House
CONFESSIONS OF A SHOPAHOLIC,Sophie Kinsella,Dial,440241413,9.78044E+12,Trade Fiction Paperback,1/18/09,1,Penguin Random House
THE MEMORY KEEPER’S DAUGHTER,Kim Edwards,Penguin,143037145,9.78014E+12,Trade Fiction Paperback,1/18/09,54,Penguin Random House
THE WHITE TIGER,Aravind Adiga,Free Press,1416562605,9.78142E+12,Trade Fiction Paperback,1/18/09,12,Simon & Schuster
MARLEY AND ME,John Grogan,Harper,61238228,9.78006E+12,Paperback Nonfiction,1/18/09,43,HarperCollins
DREAMS FROM MY FATHER,Barack Obama,Three Rivers,1400082773,9.7814E+12,Paperback Nonfiction,1/18/09,129,Penguin Random House
THE AUDACITY OF HOPE,Barack Obama,Three Rivers; $14.95,307237702,9.78031E+12,Paperback Nonfiction,1/18/09,54,
THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,Penguin,143038257,9.78014E+12,Paperback Nonfiction,1/18/09,101,Penguin Random House
TEAM OF RIVALS,Doris Kearns Goodwin,Simon & Schuster,743270754,9.78074E+12,Paperback Nonfiction,1/18/09,23,Simon & Schuster
"EAT, PRAY, LOVE",Elizabeth Gilbert,Penguin,143058525,9.78014E+12,Paperback Nonfiction,1/18/09,102,Penguin Random House
BLINK,Malcolm Gladwell,"Back Bay/Little, Brown",316010669,9.78032E+12,Paperback Nonfiction,1/18/09,64,Hachette Book
I HOPE THEY SERVE BEER IN HELL,Tucker Max,Citadel/Kensington,806527285,9.78081E+12,Paperback Nonfiction,1/18/09,66,Kensington Publishing Corp.
90 MINUTES IN HEAVEN,Don Piper with Cecil Murphey,Revell,800759494,9.7808E+12,Paperback Nonfiction,1/18/09,115,
TIPPING POINT,Malcolm Gladwell,"Back Bay/Little, Brown",316346624,9.78032E+12,Paperback Nonfiction,1/18/09,222,Hachette Book
SAME KIND OF DIFFERENT AS ME,Ron Hall and Denver Moore with Lynn Vincent,Nelson,084991910X,9.78085E+12,Paperback Nonfiction,1/18/09,12,
THE OMNIVORE’S DILEMMA,Michael Pollan,Penguin,143038583,9.78014E+12,Paperback Nonfiction,1/18/09,68,Penguin Random House
THE MIDDLE PLACE,Kelly Corrigan,Voice,1401340938,9.7814E+12,Paperback Nonfiction,1/18/09,2,
"ANIMAL, VEGETABLE, MIRACLE",Barbara Kingsolver and Camille Kingsolver,Harper Perennial,60852569,9.78006E+12,Paperback Nonfiction,1/18/09,34,HarperCollins
MUSICOPHILIA,Oliver Sacks,Vintage,1400040817,9.7814E+12,Paperback Nonfiction,1/18/09,14,Penguin Random House
THE ZOOKEEPER’S WIFE,Diane Ackerman,Norton,039333306X,9.78039E+12,Paperback Nonfiction,1/18/09,13,Norton
THE BIBLE,Karen Armstrong,Grove,802143849,9.7808E+12,Paperback Nonfiction,1/18/09,1,Grove
MY HORIZONTAL LIFE,Chelsea Handler,Bloomsbury,1582346186,9.78158E+12,Paperback Nonfiction,1/18/09,12,Bloomsbury Publishing
CHANGE WE CAN BELIEVE IN,with a foreword  Barack Obama,Three Rivers,307460452,9.78031E+12,Paperback Nonfiction,1/18/09,10,Penguin Random House
THE SHOCK DOCTRINE,Naomi Klein,Picador,805079831,9.78081E+12,Paperback Nonfiction,1/18/09,13,Holtzbrinck Publishing Group/Macmillan
GALLOP!,Rufus Butler Seder,Workman,761147632,9.78076E+12,Picture Books,1/18/09,60,Hachette Book
THE NIGHT BEFORE CHRISTMAS,Clement C Moore Various illustrators,Various publishers,082340417X,9.78082E+12,Picture Books,1/18/09,21,Other
A VERY MARLEY CHRISTMAS,John Grogan,HarperCollins,61372927,9.78006E+12,Picture Books,1/18/09,7,HarperCollins
BIG WORDS FOR LITTLE PEOPLE,Jamie Lee Curtis,Joanna Cotler/HarperCollins,61127590,9.78006E+12,Picture Books,1/18/09,17,
ABC3D,Marion Bataille,Neal Porter/Roaring Brook,1596434252,9.7816E+12,Picture Books,1/18/09,12,
SWING!,Rufus Butler Seder,Workman,761151273,9.78076E+12,Picture Books,1/18/09,12,Hachette Book
"BARACK OBAMA: SON OF PROMISE, CHILD OF HOPE",Nikki Grimes,Simon & Schuster,1416971440,9.78142E+12,Picture Books,1/18/09,12,Simon & Schuster
BEE AND ME,Elle J McGuinness,"Accord/Andrews McMeel,",740777343,9.78074E+12,Picture Books,1/18/09,1,
TEN LITTLE FINGERS AND TEN LITTLE TOES,Mem Fox,Harcourt,015206057X,9.78015E+12,Picture Books,1/18/09,11,
"BRAVA, STREGA NONA!",Tomie dePaola,Putnam,399244530,9.7804E+12,Picture Books,1/18/09,7,Penguin Random House
THE TWILIGHT SAGA,Stephenie Meyer,"Megan Tingley/Little, Brown",316160202,9.78032E+12,Series Books,1/18/09,74,Hachette Book
HARRY POTTER,J.K. Rowling,"Arthur A. Levine/Scholastic, hardcover and paper",059035342X,9.78059E+12,Series Books,1/18/09,205,
HOUSE OF NIGHT,PC Cast and Kristin Cast,"St. Martin’s, paper only",312379838,9.78031E+12,Series Books,1/18/09,19,
INHERITANCE,Christopher Paolini,"Knopf, hardcover and paper",440240735,9.78044E+12,Series Books,1/18/09,16,
INKHEART,Cornelia Funke,"Scholastic, hardcover and paper",439866286,9.78044E+12,Series Books,1/18/09,15,Scholastic
NIGHT WORLD,L J Smith,Simon Pulse,1416974504,9.78142E+12,Series Books,1/18/09,5,
VAMPIRE ACADEMY,Richelle Mead,Razorbill,1595141979,9.7816E+12,Series Books,1/18/09,4,Penguin Random House
BLUE BLOODS,Melissa de la Cruz,"Hyperion, hardcover and paper",1423102282,9.78142E+12,Series Books,1/18/09,4,
VAMPIRE DIARIES,L J Smith,HarperTeen,61140988,9.78006E+12,Series Books,1/18/09,2,HarperCollins
WARRIORS,Erin Hunter,HarperCollins,61458562,9.78006E+12,Series Books,1/18/09,68,HarperCollins
THE LAST SONG,Nicholas Sparks,Grand Central,044655815X,9.78045E+12,Hardcover Fiction,9/27/09,1,Grand Central
SOUTH OF BROAD,Pat Conroy,Nan A. Talese/Doubleday,038541305X,9.78039E+12,Hardcover Fiction,9/27/09,5,Penguin Random House
THE HELP,Kathryn Stockett,Amy Einhorn/Putnam,399155341,9.7804E+12,Hardcover Fiction,9/27/09,24,Penhuin Random House
ALEX CROSS’S ‘TRIAL’,James Patterson and Richard DiLallo,"Little, Brown",316072621,9.78032E+12,Hardcover Fiction,9/27/09,3,Hachette Book
SPARTAN GOLD,Clive Cussler with Grant Blackwood,Putnam,399156429,9.7804E+12,Hardcover Fiction,9/27/09,2,Penguin Random House
DARK SLAYER,Christine Feehan,Berkley,425229734,9.78043E+12,Hardcover Fiction,9/27/09,2,Penguin Random House
THE WHITE QUEEN,Philippa Gregory,Touchstone/Simon & Schuster,1416563687,9.78142E+12,Hardcover Fiction,9/27/09,4,
DEXTER BY DESIGN,Jeff Lindsay,Doubleday,385518366,9.78039E+12,Hardcover Fiction,9/27/09,1,Penguin Random House
THE GIRL WHO PLAYED WITH FIRE,Stieg Larsson,Knopf,307269981,9.78031E+12,Hardcover Fiction,9/27/09,7,Penguin Random House
DEAD AND GONE,Charlaine Harris,Ace,441017150,9.78044E+12,Hardcover Fiction,9/27/09,19,Penguin Random House
A GATE AT THE STAIRS,Lorrie Moore,Knopf,375409289,9.78038E+12,Hardcover Fiction,9/27/09,2,Penguin Random House
206 BONES,Kathy Reichs,Scribner,1439166234,9.78144E+12,Hardcover Fiction,9/27/09,3,Simon & Schuster
HOMER & LANGLEY,E L Doctorow,Random House,1400064945,9.7814E+12,Hardcover Fiction,9/27/09,2,Penguin Random House
THE ELEVENTH VICTIM,Nancy Grace,Hyperion,1401394531,9.7814E+12,Hardcover Fiction,9/27/09,5,Disney Publishing Worldwide
THAT OLD CAPE MAGIC,Richard Russo,Knopf,375414967,9.78038E+12,Hardcover Fiction,9/27/09,6,Penguin Random House
THE GOLDEN CITY,John Twelve Hawks,Doubleday,385514301,9.78039E+12,Hardcover Fiction,9/27/09,0,Penguin Random House
THE HOST,Stephenie Meyer,"Little, Brown",316068047,9.78032E+12,Hardcover Fiction,9/27/09,0,Hachette Book
THE SPIRE,Richard North Patterson,Holt,805087737,9.78081E+12,Hardcover Fiction,9/27/09,0,Macmillan Publishers
DAY AFTER NIGHT,Anita Diamant,Scribner,743299841,9.78074E+12,Hardcover Fiction,9/27/09,0,Simon & Schuster
EVEN MONEY,Dick Francis and Felix Francis,Putnam,399155910,9.7804E+12,Hardcover Fiction,9/27/09,0,Penguin Random House
OFFICIAL BOOK CLUB SELECTION,Kathy Griffin,Ballantine,345518519,9.78035E+12,Hardcover Nonfiction,9/27/09,1,Penguin Random House
CULTURE OF CORRUPTION,Michelle Malkin,Regnery,1596981091,9.7816E+12,Hardcover Nonfiction,9/27/09,7,Regnery Publishing
OUTLIERS,Malcolm Gladwell,"Little, Brown",316017922,9.78032E+12,Hardcover Nonfiction,9/27/09,43,Hachette Book
IN THE PRESIDENT’S SECRET SERVICE,Ronald Kessler,Crown,307461351,9.78031E+12,Hardcover Nonfiction,9/27/09,6,Penguin Random House
LIBERTY AND TYRANNY,Mark R Levin,Threshold Editions,1416562850,9.78142E+12,Hardcover Nonfiction,9/27/09,25,Simon & Schuster
STRENGTH IN WHAT REMAINS,Tracy Kidder,"Random House,",1400066212,9.7814E+12,Hardcover Nonfiction,9/27/09,3,
BORN TO RUN,Christopher McDougall,Knopf,307266303,9.78031E+12,Hardcover Nonfiction,9/27/09,13,Penguin Random House
A BOLD FRESH PIECE OF HUMANITY,Bill O’Reilly,Broadway,767928822,9.78077E+12,Hardcover Nonfiction,9/27/09,46,Penguin Random House
HALF THE SKY,Nicholas D Kristof and Sheryl WuDunn,Knopf,307267148,9.78031E+12,Hardcover Nonfiction,9/27/09,1,Penguin Random House
TRAVELING WITH POMEGRANATES,Sue Monk Kidd and Ann Kidd Taylor,Viking,670021202,9.78067E+12,Hardcover Nonfiction,9/27/09,1,Penguin Random House
THE HEALING OF AMERICA,T R Reid,Penguin Press,1594202346,9.78159E+12,Hardcover Nonfiction,9/27/09,3,Penguin Random House
NURTURESHOCK,Po Bronson and Ashley Merryman,Twelve,446504122,9.78045E+12,Hardcover Nonfiction,9/27/09,2,Hachette Book
SHOOTING STARS,LeBron James and Buzz Bissinger,Penguin Press,159420232X,9.78159E+12,Hardcover Nonfiction,9/27/09,1,Penguin Random House
YOU WERE ALWAYS MOM’S FAVORITE,Deborah Tannen,Random House,1400066328,9.7814E+12,Hardcover Nonfiction,9/27/09,1,Penguin Random House
REPUBLICAN GOMORRAH,Max Blumenthal,Nation  Books,1568583982,9.78157E+12,Hardcover Nonfiction,9/27/09,1,
A BIG LITTLE LIFE,Dean Koontz,Hyperion,1401323529,9.7814E+12,Hardcover Nonfiction,9/27/09,3,Disney Publishing Worldwide
CATASTROPHE,Dick Morris and Eileen McGann,Harper/HarperCollins,006177104X,9.78006E+12,Hardcover Nonfiction,9/27/09,0,HarperCollins
WHY OUR HEALTH MATTERS,Andrew Weil,Hudson Street,1594630666,9.78159E+12,Hardcover Nonfiction,9/27/09,0,
SHOP CLASS AS SOULCRAFT,Matthew B Crawford,Penguin Press,1594202230,9.78159E+12,Hardcover Nonfiction,9/27/09,0,Penguin Random House
ZEITOUN,Dave Eggers,McSweeney’s,1934781630,9.78193E+12,Hardcover Nonfiction,9/27/09,0,
THE TIME TRAVELER'S WIFE,Audrey Niffenegger,Harvest/Harcourt,015602943X,9.78016E+12,Trade Fiction Paperback,9/27/09,13,Houghton Mifflin Harcourt
THE SHACK,William P Young,Windblown Media,964729237,9.78096E+12,Trade Fiction Paperback,9/27/09,69,Windblown Media
THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,Vintage,307473473,9.78031E+12,Trade Fiction Paperback,9/27/09,12,Penguin Random House
THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,Dial,385341008,9.78039E+12,Trade Fiction Paperback,9/27/09,19,Penguin Random House
OLIVE KITTERIDGE,Elizabeth Strout,Random House,140006208X,9.7814E+12,Trade Fiction Paperback,9/27/09,21,Penguin Random House
THE LUCKY ONE,Nicholas Sparks,Grand Central,446698342,9.78045E+12,Trade Fiction Paperback,9/27/09,5,Grand Central
THE ART OF RACING IN THE RAIN,Garth Stein,Harper Paperbacks,61537969,9.78006E+12,Trade Fiction Paperback,9/27/09,14,HarperCollins
HOME,Marilynne Robinson,Picador,312428545,9.78031E+12,Trade Fiction Paperback,9/27/09,2,Holtzbrinck Publishing Group/Macmillan
THE ELEGANCE OF THE HEDGEHOG,Muriel Barbery,Europa,1933372605,9.78193E+12,Trade Fiction Paperback,9/27/09,35,
PRIDE AND PREJUDICE AND ZOMBIES,Jane Austen and Seth Grahame-Smith,Quirk,1594743347,9.78159E+12,Trade Fiction Paperback,9/27/09,24,Quirk Books
THE STORY OF EDGAR SAWTELLE,David Wroblewski,Ecco,61374237,9.78006E+12,Trade Fiction Paperback,9/27/09,1,HarperCollins
THE MISSING,Beverly Lewis,Bethany House,764207245,9.78076E+12,Trade Fiction Paperback,9/27/09,1,
THE ALCHEMIST,Paulo Coelho,HarperOne,61122416,9.78006E+12,Trade Fiction Paperback,9/27/09,104,HarperCollins
THE WEIGHT OF SILENCE,Heather Gudenkauf,Mira,1426837496,9.78143E+12,Trade Fiction Paperback,9/27/09,7,
THE LOVELY BONES,Alice Sebold,"Back Bay/Little, Brown",316168815,9.78032E+12,Trade Fiction Paperback,9/27/09,5,Hachette Book
SARAH’S KEY,Tatiana de Rosnay,St. Martin's Griffin,312370849,9.78031E+12,Trade Fiction Paperback,9/27/09,31,Macmillan Publishers
THE KITE RUNNER,Khaled Hosseini,Riverhead,1594481776,9.78159E+12,Trade Fiction Paperback,9/27/09,92,Penguin Random House
UNACCUSTOMED EARTH,Jhumpa Lahiri,Vintage Contemporaries,307278255,9.78031E+12,Trade Fiction Paperback,9/27/09,23,
PUSH,Sapphire,Vintage,679766758,9.78068E+12,Trade Fiction Paperback,9/27/09,3,Penguin Random House
THE SHADOW OF THE WIND,Carlos Ruiz Zafón,Penguin,143034901,9.78014E+12,Trade Fiction Paperback,9/27/09,9,Penguin Random House
GLENN BECK’S ‘COMMON SENSE’,Glenn Beck,Mercury Radio Arts/Threshold Editions,1439168571,9.78144E+12,Paperback Nonfiction,9/27/09,14,Hachette Book
MY LIFE IN FRANCE,Julia Child with Alex Prud’homme,Anchor,307475018,9.78031E+12,Paperback Nonfiction,9/27/09,11,Penguin Random House
THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,Penguin,143038257,9.78014E+12,Paperback Nonfiction,9/27/09,137,Penguin Random House
FREAKONOMICS,Steven D Levitt and Stephen J Dubner,Harper Perennial,60731338,9.78006E+12,Paperback Nonfiction,9/27/09,3,HarperCollins
JULIE & JULIA,Julie Powell,"Back Bay/Little, Brown",031604427X,9.78032E+12,Paperback Nonfiction,9/27/09,11,Hachette Book
THE GLASS CASTLE,Jeannette Walls,Scribner,074324754X,9.78074E+12,Paperback Nonfiction,9/27/09,143,Simon & Schuster
I HOPE THEY SERVE BEER IN HELL,Tucker Max,Citadel/Kensington,806527285,9.78081E+12,Paperback Nonfiction,9/27/09,102,Kensington Publishing Corp.
TIPPING POINT,Malcolm Gladwell,"Back Bay/Little, Brown",316346624,9.78032E+12,Paperback Nonfiction,9/27/09,258,Hachette Book
WHEN YOU ARE ENGULFED IN FLAMES,David Sedaris,"Back Bay/Little, Brown",316154687,9.78032E+12,Paperback Nonfiction,9/27/09,15,Hachette Book
BLINK,Malcolm Gladwell,"Back Bay/Little, Brown",316010669,9.78032E+12,Paperback Nonfiction,9/27/09,100,Hachette Book
MY HORIZONTAL LIFE,Chelsea Handler,Bloomsbury,1582346186,9.78158E+12,Paperback Nonfiction,9/27/09,46,Bloomsbury Publishing
MY STROKE OF INSIGHT,Jill Bolte Taylor,Plume,452295548,9.78045E+12,Paperback Nonfiction,9/27/09,11,Penguin Random House
THE FAMILY,Jeff Sharlet,Harper Perennial,60560053,9.78006E+12,Paperback Nonfiction,9/27/09,9,HarperCollins
THE REASON FOR GOD,Timothy Keller,Riverhead,525950494,9.78053E+12,Paperback Nonfiction,9/27/09,6,Penguin Random House
90 MINUTES IN HEAVEN,Don Piper with Cecil Murphey,Revell,800759494,9.7808E+12,Paperback Nonfiction,9/27/09,151,
THE OMNIVORE’S DILEMMA,Michael Pollan,Penguin,143038583,9.78014E+12,Paperback Nonfiction,9/27/09,104,Penguin Random House
IN DEFENSE OF FOOD,Michael Pollan,Penguin,143114964,9.78014E+12,Paperback Nonfiction,9/27/09,20,Penguin Random House
LONE SURVIVOR,Marcus Luttrell with Patrick Robinson,"Back Bay/Little, Brown, $15",316067601,9.78032E+12,Paperback Nonfiction,9/27/09,43,
"EAT, PRAY, LOVE",Elizabeth Gilbert,Penguin,143058525,9.78014E+12,Paperback Nonfiction,9/27/09,137,Penguin Random House
SAME KIND OF DIFFERENT AS ME,Ron Hall and Denver Moore with Lynn Vincent,Nelson,084991910X,9.78085E+12,Paperback Nonfiction,9/27/09,48,
LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA,Greg Mortenson and Susan L Roth,Dial,803730586,9.7808E+12,Picture Books,9/27/09,33,Penguin Random House
DEWEY,Vicki Myron with Bret Witter,"Little, Brown",446407410,9.78045E+12,Picture Books,9/27/09,2,Hachette Book
TRUCKERY RHYMES,Jon Scieszka,Simon & Schuster,1416941355,9.78142E+12,Picture Books,9/27/09,3,Simon & Schuster
GOLDILICIOUS,Victoria Kann,Harper/HarperCollins,61244082,9.78006E+12,Picture Books,9/27/09,16,HarperCollins
GALLOP!,Rufus Butler Seder,Workman,761147632,9.78076E+12,Picture Books,9/27/09,96,Hachette Book
MARLEY GOES TO SCHOOL,John Grogan,HarperCollins,61561517,9.78006E+12,Picture Books,9/27/09,7,HarperCollins
SWING!,Rufus Butler Seder,Workman,761151273,9.78076E+12,Picture Books,9/27/09,48,Hachette Book
STREGA NONA'S HARVEST,Tomie dePaola,Putnam,399252916,9.7804E+12,Picture Books,9/27/09,1,Penguin Random House
LOOK TO THE STARS,Buzz Aldrin,Putnam,399247211,9.7804E+12,Picture Books,9/27/09,1,Penguin Random House
OCEANOLOGY,Ferdinand Zoticus deLessups,Candlewick Press,763642908,9.78076E+12,Picture Books,9/27/09,2,
THE TWILIGHT SAGA,Stephenie Meyer,"Megan Tingley/Little, Brown",316160202,9.78032E+12,Series Books,9/27/09,110,Hachette Book
PERCY JACKSON & THE OLYMPIANS,Rick Riordan,Disney-Hyperion,1423103343,9.78142E+12,Series Books,9/27/09,114,Disney Publishing Worldwide
VAMPIRE DIARIES,L J Smith,HarperTeen,61140988,9.78006E+12,Series Books,9/27/09,20,HarperCollins
DIARY OF A WIMPY KID,and   Jeff Kinney,Abrams,810994739,9.78081E+12,Series Books,9/27/09,35,Abrams
VAMPIRE ACADEMY,Richelle Mead,Razorbill,1595141979,9.7816E+12,Series Books,9/27/09,10,Penguin Random House
HOUSE OF NIGHT,PC Cast and Kristin Cast,St. Martin's,312379838,9.78031E+12,Series Books,9/27/09,55,Macmillan Publishers
THE MORTAL INSTRUMENTS,Cassandra Clare,McElderry/Simon & Schuster,1416972242,9.78142E+12,Series Books,9/27/09,25,
PRIVATE,Kate Brian,Simon Pulse,1416958835,9.78142E+12,Series Books,9/27/09,5,
THE 39 CLUES,various authors,Scholastic,545060435,9.78055E+12,Series Books,9/27/09,19,Scholastic
MAGIC TREE HOUSE,Mary Pope Osborne.,"Stepping Stone/Random House, hardcover and paper",067989070X,9.78068E+12,Series Books,9/27/09,212,
SOUTH OF BROAD,Pat Conroy,Nan A. Talese/Doubleday,038541305X,9.78039E+12,Hardcover Fiction,8/30/09,1,Penguin Random House
SMASH CUT,Sandra Brown,Simon & Schuster,1416563083,9.78142E+12,Hardcover Fiction,8/30/09,1,Simon & Schuster
THE HELP,Kathryn Stockett,Amy Einhorn/Putnam,399155341,9.7804E+12,Hardcover Fiction,8/30/09,20,Penhuin Random House
THAT OLD CAPE MAGIC,Richard Russo,Knopf,375414967,9.78038E+12,Hardcover Fiction,8/30/09,2,Penguin Random House
THE GIRL WHO PLAYED WITH FIRE,Stieg Larsson,Knopf,307269981,9.78031E+12,Hardcover Fiction,8/30/09,3,Penguin Random House
THE ELEVENTH VICTIM,Nancy Grace,Hyperion,1401394531,9.7814E+12,Hardcover Fiction,8/30/09,1,Disney Publishing Worldwide
BEST FRIENDS FOREVER,Jennifer Weiner,Atria,743294297,9.78074E+12,Hardcover Fiction,8/30/09,5,Simon & Schuster
SWIMSUIT,James Patterson and Maxine Paetro,"Little, Brown",316018775,9.78032E+12,Hardcover Fiction,8/30/09,7,Hachette Book
THE MAGICIANS,Lev Grossman,Viking,1101081449,9.7811E+12,Hardcover Fiction,8/30/09,1,Penguin Random House
THE DEFECTOR,Daniel Silva,Putnam,399155686,9.7804E+12,Hardcover Fiction,8/30/09,4,Penguin Random House
INHERENT VICE,Thomas Pynchon,Penguin Press,1594202249,9.78159E+12,Hardcover Fiction,8/30/09,2,Penguin Random House
BAD MOON RISING,Sherrilyn Kenyon,St. Martin's,1429983760,9.78143E+12,Hardcover Fiction,8/30/09,2,Macmillan Publishers
DEAD AND GONE,Charlaine Harris,Ace,441017150,9.78044E+12,Hardcover Fiction,8/30/09,15,Penguin Random House
BLINDMAN'S BLUFF,Faye Kellerman,Morrow/HarperCollins,61702323,9.78006E+12,Hardcover Fiction,8/30/09,1,HarperCollins
INTERVENTION,Robin Cook,Putnam,399155708,9.7804E+12,Hardcover Fiction,8/30/09,1,Penguin Random House
RULES OF VENGEANCE,Christopher Reich,Doubleday,385524072,9.78039E+12,Hardcover Fiction,8/30/09,0,Penguin Random House
THE TRAFFICKERS,WEB Griffin and William E Butterworth IV,Putnam,399155864,9.7804E+12,Hardcover Fiction,8/30/09,0,Penguin Random House
TWENTIES GIRL,Sophie Kinsella,Dial,385342020,9.78039E+12,Hardcover Fiction,8/30/09,0,Penguin Random House
THE HOST,Stephenie Meyer,"Little, Brown",316068047,9.78032E+12,Hardcover Fiction,8/30/09,0,Hachette Book
FINGER LICKIN’ FIFTEEN,Janet Evanovich,St. Martin's,312383282,9.78031E+12,Hardcover Fiction,8/30/09,0,Macmillan Publishers
CULTURE OF CORRUPTION,Michelle Malkin,Regnery,1596981091,9.7816E+12,Hardcover Nonfiction,8/30/09,3,Regnery Publishing
OUTLIERS,Malcolm Gladwell,"Little, Brown",316017922,9.78032E+12,Hardcover Nonfiction,8/30/09,39,Hachette Book
LIBERTY AND TYRANNY,Mark R Levin,Threshold Editions,1416562850,9.78142E+12,Hardcover Nonfiction,8/30/09,21,Simon & Schuster
IN THE PRESIDENT’S SECRET SERVICE,Ronald Kessler,Crown,307461351,9.78031E+12,Hardcover Nonfiction,8/30/09,2,Penguin Random House
CATASTROPHE,Dick Morris and Eileen McGann,Harper/HarperCollins,006177104X,9.78006E+12,Hardcover Nonfiction,8/30/09,8,HarperCollins
