Title,Author,Publisher,Primary ISBN10,Primary ISBN13,NYT List,NYT List Published Date,Weeks on NYT List
HOUSE OF NIGHT,PC Cast and Kristin Cast,"St. Martin’s, paper only",312379838,9.78031E+12,Series Books,2/15/2009,23
HARRY POTTER,J.K. Rowling,"Arthur A. Levine/Scholastic, hardcover and paper",059035342X,9.78059E+12,Series Books,2/15/2009,209
THE LUXE,Anna Godbersen,HarperCollins.,61345725,9.78006E+12,Series Books,2/15/2009,1
MAXIMUM RIDE,James Patterson,"Little Brown, hardcover and paperback",446618896,9.78045E+12,Series Books,2/15/2009,42
INHERITANCE,Christopher Paolini,"Knopf, hardcover and paper",440240735,9.78044E+12,Series Books,2/15/2009,20
NIGHT WORLD,L J Smith,"Simon Pulse, paper only",1416974504,9.78142E+12,Series Books,2/15/2009,9
VAMPIRE ACADEMY,Richelle Mead,"Razorbill, paper only",1595141979,9.7816E+12,Series Books,2/15/2009,7
BLACK OPS,W E B Griffin,Putnam,399155171,9.7804E+12,Hardcover Fiction,1/18/2009,1
SCARPETTA,Patricia Cornwell,Putnam,399155163,9.7804E+12,Hardcover Fiction,1/18/2009,5
THE HOST,Stephenie Meyer,"Little, Brown",316068047,9.78032E+12,Hardcover Fiction,1/18/2009,34
CROSS COUNTRY,James Patterson,"Little, Brown",316018724,9.78032E+12,Hardcover Fiction,1/18/2009,7
FIRE AND ICE,Julie Garwood,Ballantine,034550075X,9.78035E+12,Hardcover Fiction,1/18/2009,1
THE STORY OF EDGAR SAWTELLE,David Wroblewski,Ecco,61374229,9.78006E+12,Hardcover Fiction,1/18/2009,30
THE CHRISTMAS SWEATER,Glenn Beck with Kevin Balfe and Jason Wright,Threshold Editions,141659485X,9.78142E+12,Hardcover Fiction,1/18/2009,8
RUNNING HOT,Jayne Ann Krentz,Putnam,039915521X,9.7804E+12,Hardcover Fiction,1/18/2009,1
THE HOUR I FIRST BELIEVED,Wally Lamb,Harper,60393491,9.78006E+12,Hardcover Fiction,1/18/2009,8
THE LUCKY ONE,Nicholas Sparks,Grand Central,446579939,9.78045E+12,Hardcover Fiction,1/18/2009,14
ARCTIC DRIFT,Clive Cussler and Dirk Cussler,Putnam,399155295,9.7804E+12,Hardcover Fiction,1/18/2009,6
JUST AFTER SUNSET,Stephen King,Scribner,1439115303,9.78144E+12,Hardcover Fiction,1/18/2009,8
DIVINE JUSTICE,David Baldacci,Grand Central,446195502,9.78045E+12,Hardcover Fiction,1/18/2009,9
A MERCY,Toni Morrison,Knopf,307264238,9.78031E+12,Hardcover Fiction,1/18/2009,8
THE CHARLEMAGNE PURSUIT,Steve Berry,Ballantine,345485793,9.78035E+12,Hardcover Fiction,1/18/2009,4
THE GATE HOUSE,Nelson DeMille,Grand Central,446533424,9.78045E+12,Hardcover Fiction,1/18/2009,0
THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,Dial,385340990,9.78039E+12,Hardcover Fiction,1/18/2009,0
A LION AMONG MEN,Gregory Maguire,Morrow,60548924,9.78006E+12,Hardcover Fiction,1/18/2009,0
FROM DEAD TO WORSE,Charlaine Harris,Ace,441015891,9.78044E+12,Hardcover Fiction,1/18/2009,0
YOUR HEART BELONGS TO ME,Dean Koontz,Bantam,553807137,9.78055E+12,Hardcover Fiction,1/18/2009,0
OUTLIERS,Malcolm Gladwell,"Little, Brown",316017922,9.78032E+12,Hardcover Nonfiction,1/18/2009,7
DEWEY,Vicki Myron with Bret Witter,Grand Central,446407410,9.78045E+12,Hardcover Nonfiction,1/18/2009,16
AMERICAN LION,Jon Meacham,Random House,1400063256,9.7814E+12,Hardcover Nonfiction,1/18/2009,8
MULTIPLE BLESSINGS,"Jon Gosselin, Kate Gosselin and Beth Carson",Zondervan,310289025,9.78031E+12,Hardcover Nonfiction,1/18/2009,11
WHY WE SUCK,Denis Leary,Viking,670031607,9.78067E+12,Hardcover Nonfiction,1/18/2009,7
A BOLD FRESH PIECE OF HUMANITY,Bill O’Reilly,Broadway,767928822,9.78077E+12,Hardcover Nonfiction,1/18/2009,15
WISHFUL DRINKING,Carrie Fisher,Simon & Schuster,1439102252,9.78144E+12,Hardcover Nonfiction,1/18/2009,4
"HOT, FLAT, AND CROWDED",Thomas L Friedman,"Farrar, Straus & Giroux",374166854,9.78037E+12,Hardcover Nonfiction,1/18/2009,17
TOO FAT TO FISH,Artie Lange with Anthony Bozza,Spiegel & Grau,385526563,9.78039E+12,Hardcover Nonfiction,1/18/2009,8
THE SNOWBALL,Alice Schroeder,Bantam,553805096,9.78055E+12,Hardcover Nonfiction,1/18/2009,14
THE RETURN OF DEPRESSION ECONOMICS AND THE CRISIS OF 2008,Paul Krugman,Norton,393071014,9.78039E+12,Hardcover Nonfiction,1/18/2009,1
THE ASCENT OF MONEY,Niall Ferguson,Penguin Press,1594201927,9.78159E+12,Hardcover Nonfiction,1/18/2009,4
"ARE YOU THERE, VODKA? IT’S ME, CHELSEA",Chelsea Handler,Simon Spotlight Entertainment,1416954120,9.78142E+12,Hardcover Nonfiction,1/18/2009,25
DO THE RIGHT THING,Mike Huckabee,Sentinel,1595230548,9.7816E+12,Hardcover Nonfiction,1/18/2009,7
LETTER TO MY DAUGHTER,Maya Angelou,Random House,1400066123,9.7814E+12,Hardcover Nonfiction,1/18/2009,11
THE AMERICAN JOURNEY OF BARACK OBAMA,the editors of Life magazine,"Little, Brown",316045608,9.78032E+12,Hardcover Nonfiction,1/18/2009,8
WHEN YOU ARE ENGULFED IN FLAMES,David Sedaris,"Little, Brown",316143472,9.78032E+12,Hardcover Nonfiction,1/18/2009,0
MY STROKE OF INSIGHT,Jill Bolte Taylor,Viking,670020745,9.78067E+12,Hardcover Nonfiction,1/18/2009,0
PANIC!,Michael Lewis,Norton,393065146,9.78039E+12,Hardcover Nonfiction,1/18/2009,0
NO LIMITS,Michael Phelps with Alan Abrahamson,Free Press,1439130728,9.78144E+12,Hardcover Nonfiction,1/18/2009,0
THE SHACK,William P Young,Windblown Media,964729237,9.78096E+12,Trade Fiction Paperback,1/18/2009,33
A THOUSAND SPLENDID SUNS,Khaled Hosseini,Riverhead,1594489505,9.78159E+12,Trade Fiction Paperback,1/18/2009,6
REVOLUTIONARY ROAD,Richard Yates,Vintage,375708448,9.78038E+12,Trade Fiction Paperback,1/18/2009,5
THE READER,Bernhard Schlink,Vintage,307454894,9.78031E+12,Trade Fiction Paperback,1/18/2009,5
CHANGE OF HEART,Jodi Picoult,Washington Square,743496752,9.78074E+12,Trade Fiction Paperback,1/18/2009,5
THE BRIEF WONDROUS LIFE OF OSCAR WAO,Junot Díaz,Riverhead,1594489580,9.78159E+12,Trade Fiction Paperback,1/18/2009,18
PEOPLE OF THE BOOK,Geraldine Brooks,Penguin,143115006,9.78014E+12,Trade Fiction Paperback,1/18/2009,1
WORLD WITHOUT END,Ken Follett,New American Library,045122499X,9.78045E+12,Trade Fiction Paperback,1/18/2009,13
THE FRIDAY NIGHT KNITTING CLUB,Kate Jacobs,Berkley,425219097,9.78043E+12,Trade Fiction Paperback,1/18/2009,46
THE APPEAL,John Grisham,Delta,385342926,9.78039E+12,Trade Fiction Paperback,1/18/2009,7
THE ALCHEMIST,Paulo Coelho,HarperOne,61122416,9.78006E+12,Trade Fiction Paperback,1/18/2009,69
Halo: THE COLE PROTOCOL,Tobias S Buckell,Doherty,076531570X,9.78077E+12,Trade Fiction Paperback,1/18/2009,6
THE KITE RUNNER,Khaled Hosseini,Riverhead,1594481776,9.78159E+12,Trade Fiction Paperback,1/18/2009,69
WATER FOR ELEPHANTS,Sara Gruen,Algonquin,1565125606,9.78157E+12,Trade Fiction Paperback,1/18/2009,70
REMEMBER ME?,Sophie Kinsella,Dial,385338732,9.78039E+12,Trade Fiction Paperback,1/18/2009,9
THE CHOICE,Nicholas Sparks,Grand Central,446698334,9.78045E+12,Trade Fiction Paperback,1/18/2009,18
IN THE WOODS,Tana French,Penguin,670038601,9.78067E+12,Trade Fiction Paperback,1/18/2009,21
CONFESSIONS OF A SHOPAHOLIC,Sophie Kinsella,Dial,440241413,9.78044E+12,Trade Fiction Paperback,1/18/2009,1
THE MEMORY KEEPER’S DAUGHTER,Kim Edwards,Penguin,143037145,9.78014E+12,Trade Fiction Paperback,1/18/2009,54
THE WHITE TIGER,Aravind Adiga,Free Press,1416562605,9.78142E+12,Trade Fiction Paperback,1/18/2009,12
MARLEY AND ME,John Grogan,Harper,61238228,9.78006E+12,Paperback Nonfiction,1/18/2009,43
DREAMS FROM MY FATHER,Barack Obama,Three Rivers,1400082773,9.7814E+12,Paperback Nonfiction,1/18/2009,129
THE AUDACITY OF HOPE,Barack Obama,Three Rivers; $14.95,307237702,9.78031E+12,Paperback Nonfiction,1/18/2009,54
THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,Penguin,143038257,9.78014E+12,Paperback Nonfiction,1/18/2009,101
TEAM OF RIVALS,Doris Kearns Goodwin,Simon & Schuster,743270754,9.78074E+12,Paperback Nonfiction,1/18/2009,23
"EAT, PRAY, LOVE",Elizabeth Gilbert,Penguin,143058525,9.78014E+12,Paperback Nonfiction,1/18/2009,102
BLINK,Malcolm Gladwell,"Back Bay/Little, Brown",316010669,9.78032E+12,Paperback Nonfiction,1/18/2009,64
I HOPE THEY SERVE BEER IN HELL,Tucker Max,Citadel/Kensington,806527285,9.78081E+12,Paperback Nonfiction,1/18/2009,66
90 MINUTES IN HEAVEN,Don Piper with Cecil Murphey,Revell,800759494,9.7808E+12,Paperback Nonfiction,1/18/2009,115
TIPPING POINT,Malcolm Gladwell,"Back Bay/Little, Brown",316346624,9.78032E+12,Paperback Nonfiction,1/18/2009,222
SAME KIND OF DIFFERENT AS ME,Ron Hall and Denver Moore with Lynn Vincent,Nelson,084991910X,9.78085E+12,Paperback Nonfiction,1/18/2009,12
THE OMNIVORE’S DILEMMA,Michael Pollan,Penguin,143038583,9.78014E+12,Paperback Nonfiction,1/18/2009,68
THE MIDDLE PLACE,Kelly Corrigan,Voice,1401340938,9.7814E+12,Paperback Nonfiction,1/18/2009,2
"ANIMAL, VEGETABLE, MIRACLE",Barbara Kingsolver and Camille Kingsolver,Harper Perennial,60852569,9.78006E+12,Paperback Nonfiction,1/18/2009,34
MUSICOPHILIA,Oliver Sacks,Vintage,1400040817,9.7814E+12,Paperback Nonfiction,1/18/2009,14
THE ZOOKEEPER’S WIFE,Diane Ackerman,Norton,039333306X,9.78039E+12,Paperback Nonfiction,1/18/2009,13
THE BIBLE,Karen Armstrong,Grove,802143849,9.7808E+12,Paperback Nonfiction,1/18/2009,1
MY HORIZONTAL LIFE,Chelsea Handler,Bloomsbury,1582346186,9.78158E+12,Paperback Nonfiction,1/18/2009,12
CHANGE WE CAN BELIEVE IN,with a foreword  Barack Obama,Three Rivers,307460452,9.78031E+12,Paperback Nonfiction,1/18/2009,10
THE SHOCK DOCTRINE,Naomi Klein,Picador,805079831,9.78081E+12,Paperback Nonfiction,1/18/2009,13
GALLOP!,Rufus Butler Seder,Workman,761147632,9.78076E+12,Picture Books,1/18/2009,60
THE NIGHT BEFORE CHRISTMAS,Clement C Moore Various illustrators,Various publishers,082340417X,9.78082E+12,Picture Books,1/18/2009,21
A VERY MARLEY CHRISTMAS,John Grogan,HarperCollins,61372927,9.78006E+12,Picture Books,1/18/2009,7
BIG WORDS FOR LITTLE PEOPLE,Jamie Lee Curtis,Joanna Cotler/HarperCollins,61127590,9.78006E+12,Picture Books,1/18/2009,17
ABC3D,Marion Bataille,Neal Porter/Roaring Brook,1596434252,9.7816E+12,Picture Books,1/18/2009,12
SWING!,Rufus Butler Seder,Workman,761151273,9.78076E+12,Picture Books,1/18/2009,12
"BARACK OBAMA: SON OF PROMISE, CHILD OF HOPE",Nikki Grimes,Simon & Schuster,1416971440,9.78142E+12,Picture Books,1/18/2009,12
BEE AND ME,Elle J McGuinness,"Accord/Andrews McMeel,",740777343,9.78074E+12,Picture Books,1/18/2009,1
TEN LITTLE FINGERS AND TEN LITTLE TOES,Mem Fox,Harcourt,015206057X,9.78015E+12,Picture Books,1/18/2009,11
"BRAVA, STREGA NONA!",Tomie dePaola,Putnam,399244530,9.7804E+12,Picture Books,1/18/2009,7
THE TWILIGHT SAGA,Stephenie Meyer,"Megan Tingley/Little, Brown, hardcover and paper",316160202,9.78032E+12,Series Books,1/18/2009,74
HARRY POTTER,J.K. Rowling,"Arthur A. Levine/Scholastic, hardcover and paper",059035342X,9.78059E+12,Series Books,1/18/2009,205
HOUSE OF NIGHT,PC Cast and Kristin Cast,"St. Martin’s, paper only",312379838,9.78031E+12,Series Books,1/18/2009,19
INHERITANCE,Christopher Paolini,"Knopf, hardcover and paper",440240735,9.78044E+12,Series Books,1/18/2009,16
INKHEART,Cornelia Funke,"Scholastic, hardcover and paper",439866286,9.78044E+12,Series Books,1/18/2009,15
NIGHT WORLD,L J Smith,"Simon Pulse, paper only",1416974504,9.78142E+12,Series Books,1/18/2009,5
VAMPIRE ACADEMY,Richelle Mead,"Razorbill, paper only",1595141979,9.7816E+12,Series Books,1/18/2009,4
BLUE BLOODS,Melissa de la Cruz,"Hyperion, hardcover and paper",1423102282,9.78142E+12,Series Books,1/18/2009,4
VAMPIRE DIARIES,L J Smith,"HarperTeen, hardcover and paper",61140988,9.78006E+12,Series Books,1/18/2009,2
WARRIORS,Erin Hunter,"HarperCollins, hardcover and paper",61458562,9.78006E+12,Series Books,1/18/2009,68
THE NIGHTINGALE,Kristin Hannah,St. Martin's,1466850604,9.78147E+12,Combined Print and E-Book Fiction,12/20/2015,32
TOM CLANCY: COMMANDER IN CHIEF,Mark Greaney,Putnam,698410610,9.7807E+12,Combined Print and E-Book Fiction,12/20/2015,1
CROSS JUSTICE,James Patterson,"Little, Brown",316407046,9.78032E+12,Combined Print and E-Book Fiction,12/20/2015,2
THE CROSSING,Michael Connelly,"Little, Brown",316225894,9.78032E+12,Combined Print and E-Book Fiction,12/20/2015,5
ROGUE LAWYER,John Grisham,Doubleday,385539436,9.78039E+12,Combined Print and E-Book Fiction,12/20/2015,7
THE GUILTY,David Baldacci,Grand Central,1455586420,9.78146E+12,Combined Print and E-Book Fiction,12/20/2015,3
BLOOD KISS,J R Ward,Signet,,9.7807E+12,Combined Print and E-Book Fiction,12/20/2015,1
THE MARTIAN,Andy Weir,Crown,553418025,9.78055E+12,Combined Print and E-Book Fiction,12/20/2015,28
GO SET A WATCHMAN,Harper Lee,Harper,62409875,9.78006E+12,Combined Print and E-Book Fiction,12/20/2015,13
TRICKY TWENTY-TWO,Janet Evanovich,Bantam,345542967,9.78035E+12,Combined Print and E-Book Fiction,12/20/2015,3
PRECIOUS GIFTS,Danielle Steel,Delacorte,804179646,9.7808E+12,Combined Print and E-Book Fiction,12/20/2015,1
SEE ME,Nicholas Sparks,Grand Central,1455520616,9.78146E+12,Combined Print and E-Book Fiction,12/20/2015,8
THE BAZAAR OF BAD DREAMS,Stephen King,Scribner,1501111671,9.7815E+12,Combined Print and E-Book Fiction,12/20/2015,5
THE GOOD GIRL,Mary Kubica,Mira,1460330196,9.78146E+12,Combined Print and E-Book Fiction,12/20/2015,2
ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,Scribner,1476746583,9.78148E+12,Combined Print and E-Book Fiction,12/20/2015,63
THE GIRL ON THE TRAIN,Paula Hawkins,Riverhead,1594633665,9.78159E+12,Combined Print and E-Book Fiction,12/20/2015,0
THE STORIED LIFE OF A. J. FIKRY,Gabrielle Zevin,Algonquin,1616203943,9.78162E+12,Combined Print and E-Book Fiction,12/20/2015,0
SWEET RUIN,Kresley Cole,Gallery,1451650043,9.78145E+12,Combined Print and E-Book Fiction,12/20/2015,0
THE MAGIC STRINGS OF FRANKIE PRESTO,Mitch Albom,Harper/HarperCollins,62294415,9.78006E+12,Combined Print and E-Book Fiction,12/20/2015,0
THE MAN IN THE HIGH CASTLE,Philip K Dick,Mariner,547572484,9.78055E+12,Combined Print and E-Book Fiction,12/20/2015,0
HUMANS OF NEW YORK: STORIES,Brandon Stanton,St. Martin's,1250058902,9.78125E+12,Combined Print and E-Book Nonfiction,12/20/2015,5
KILLING REAGAN,Bill O'Reilly and Martin Dugard,Holt,1627792414,9.78163E+12,Combined Print and E-Book Nonfiction,12/20/2015,11
THOMAS JEFFERSON AND THE TRIPOLI PIRATES,Brian Kilmeade and Don Yaeger,Sentinel,1591848067,9.78159E+12,Combined Print and E-Book Nonfiction,12/20/2015,5
BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,Spiegel & Grau,812993543,9.78081E+12,Combined Print and E-Book Nonfiction,12/20/2015,21
DESTINY AND POWER,Jon Meacham,Random House,1400067650,9.7814E+12,Combined Print and E-Book Nonfiction,12/20/2015,4
BOYS IN THE TREES,Carly Simon,Flatiron,1250095891,9.78125E+12,Combined Print and E-Book Nonfiction,12/20/2015,2
THE BOYS IN THE BOAT,Daniel James Brown,Penguin,143125478,9.78014E+12,Combined Print and E-Book Nonfiction,12/20/2015,81
WHY NOT ME?,Mindy Kaling,Crown Archetype,804138141,9.7808E+12,Combined Print and E-Book Nonfiction,12/20/2015,12
TROUBLEMAKER,Leah Remini and Rebecca Paley,Ballantine,110188696X,9.7811E+12,Combined Print and E-Book Nonfiction,12/20/2015,5
SPQR,Mary Beard,Liveright,871404230,9.78087E+12,Combined Print and E-Book Nonfiction,12/20/2015,3
THE WITCHES,Stacy Schiff,"Little, Brown",316200603,9.78032E+12,Combined Print and E-Book Nonfiction,12/20/2015,6
WHAT IF?,Randall Munroe,Houghton Mifflin Harcourt,544272994,9.78054E+12,Combined Print and E-Book Nonfiction,12/20/2015,18
HUMANS OF NEW YORK,Brandon Stanton,St. Martin's,1250038820,9.78125E+12,Combined Print and E-Book Nonfiction,12/20/2015,11
THE WRIGHT BROTHERS,David McCullough,Simon & Schuster,1476728747,9.78148E+12,Combined Print and E-Book Nonfiction,12/20/2015,25
SUCH GOOD GIRLS,R D Rosen,Harper,62297120,9.78006E+12,Combined Print and E-Book Nonfiction,12/20/2015,1
I AM MALALA,Malala Yousafzai with Christina Lamb,"Little, Brown",316322423,9.78032E+12,Combined Print and E-Book Nonfiction,12/20/2015,0
IN THE HEART OF THE SEA,Nathaniel Philbrick,Penguin,143126814,9.78014E+12,Combined Print and E-Book Nonfiction,12/20/2015,0
CRIPPLED AMERICA,Donald J Trump,Threshold Editions,1501137964,9.7815E+12,Combined Print and E-Book Nonfiction,12/20/2015,0
LIGHTS OUT,Ted Koppel,Crown,055341996X,9.78055E+12,Combined Print and E-Book Nonfiction,12/20/2015,0
YES PLEASE,Amy Poehler,Dey Street/Morrow,006226835X,9.78006E+12,Combined Print and E-Book Nonfiction,12/20/2015,0
ROGUE LAWYER,John Grisham,Doubleday,385539436,9.78039E+12,Hardcover Fiction,12/20/2015,7
CROSS JUSTICE,James Patterson,"Little, Brown",316407046,9.78032E+12,Hardcover Fiction,12/20/2015,2
TOM CLANCY: COMMANDER IN CHIEF,Mark Greaney,Putnam,399176764,9.7804E+12,Hardcover Fiction,12/20/2015,1
THE BAZAAR OF BAD DREAMS,Stephen King,Scribner,1501111671,9.7815E+12,Hardcover Fiction,12/20/2015,5
THE GUILTY,David Baldacci,Grand Central,1455586420,9.78146E+12,Hardcover Fiction,12/20/2015,3
SEE ME,Nicholas Sparks,Grand Central,1455520616,9.78146E+12,Hardcover Fiction,12/20/2015,8
TRICKY TWENTY-TWO,Janet Evanovich,Bantam,345542967,9.78035E+12,Hardcover Fiction,12/20/2015,3
ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,Scribner,1476746583,9.78148E+12,Hardcover Fiction,12/20/2015,83
THE MAGIC STRINGS OF FRANKIE PRESTO,Mitch Albom,Harper,62294415,9.78006E+12,Hardcover Fiction,12/20/2015,4
THE GIRL ON THE TRAIN,Paula Hawkins,Riverhead,1594633665,9.78159E+12,Hardcover Fiction,12/20/2015,47
GO SET A WATCHMAN,Harper Lee,Harper,62409859,9.78006E+12,Hardcover Fiction,12/20/2015,20
THE CROSSING,Michael Connelly,"Little, Brown",316225886,9.78032E+12,Hardcover Fiction,12/20/2015,5
THE NIGHTINGALE,Kristin Hannah,St. Martin's,312577222,9.78031E+12,Hardcover Fiction,12/20/2015,40
PRECIOUS GIFTS,Danielle Steel,Delacorte,345531035,9.78035E+12,Hardcover Fiction,12/20/2015,1
A KNIGHT OF THE SEVEN KINGDOMS,George R R Martin,Bantam,345533488,9.78035E+12,Hardcover Fiction,12/20/2015,6
ALL DRESSED IN WHITE,Mary Higgins Clark and Alafair Burke,Simon & Schuster,1501108557,9.7815E+12,Hardcover Fiction,12/20/2015,0
THE IMMORTAL NICHOLAS,Glenn Beck,Threshold Editions/Mercury Radio Arts,1476798842,9.78148E+12,Hardcover Fiction,12/20/2015,0
THE GIRL IN THE SPIDER'S WEB,David Lagercrantz,Knopf,385354282,9.78039E+12,Hardcover Fiction,12/20/2015,0
THE JAPANESE LOVER,Isabel Allende,Atria,1501116975,9.7815E+12,Hardcover Fiction,12/20/2015,0
THE PHARAOH'S SECRET,Clive Cussler and Graham Brown,Putnam,399174117,9.7804E+12,Hardcover Fiction,12/20/2015,0
HUMANS OF NEW YORK: STORIES,Brandon Stanton,St. Martin's,1250058902,9.78125E+12,Hardcover Nonfiction,12/20/2015,8
KILLING REAGAN,Bill O'Reilly and Martin Dugard,Holt,1627792414,9.78163E+12,Hardcover Nonfiction,12/20/2015,11
THOMAS JEFFERSON AND THE TRIPOLI PIRATES,Brian Kilmeade and Don Yaeger,Sentinel,1591848067,9.78159E+12,Hardcover Nonfiction,12/20/2015,5
BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,Spiegel & Grau,812993543,9.78081E+12,Hardcover Nonfiction,12/20/2015,21
DESTINY AND POWER,Jon Meacham,Random House,1400067650,9.7814E+12,Hardcover Nonfiction,12/20/2015,4
WHY NOT ME?,Mindy Kaling,Crown Archetype,804138141,9.7808E+12,Hardcover Nonfiction,12/20/2015,11
BOYS IN THE TREES,Carly Simon,Flatiron,1250095891,9.78125E+12,Hardcover Nonfiction,12/20/2015,2
WHAT IF?,Randall Munroe,Houghton Mifflin Harcourt,544272994,9.78054E+12,Hardcover Nonfiction,12/20/2015,38
HUMANS OF NEW YORK,Brandon Stanton,St. Martin's,1250038820,9.78125E+12,Hardcover Nonfiction,12/20/2015,32
THE WITCHES,Stacy Schiff,"Little, Brown",316200603,9.78032E+12,Hardcover Nonfiction,12/20/2015,6
TROUBLEMAKER,Leah Remini and Rebecca Paley,Ballantine,110188696X,9.7811E+12,Hardcover Nonfiction,12/20/2015,5
THE WRIGHT BROTHERS,David McCullough,Simon & Schuster,1476728747,9.78148E+12,Hardcover Nonfiction,12/20/2015,26
SPQR,Mary Beard,Liveright,871404230,9.78087E+12,Hardcover Nonfiction,12/20/2015,2
CRIPPLED AMERICA,Donald J Trump,Threshold Editions,1501137964,9.7815E+12,Hardcover Nonfiction,12/20/2015,5
GRATITUDE,Oliver Sacks,Knopf,451492935,9.78045E+12,Hardcover Nonfiction,12/20/2015,1
LIGHTS OUT,Ted Koppel,Crown,055341996X,9.78055E+12,Hardcover Nonfiction,12/20/2015,6
MY LIFE ON THE ROAD,Gloria Steinem,Random House,679456201,9.78068E+12,Hardcover Nonfiction,12/20/2015,0
FURIOUSLY HAPPY,Jenny Lawson,Flatiron,1250077001,9.78125E+12,Hardcover Nonfiction,12/20/2015,0
BINGE,Tyler Oakley,Gallery Books,1501117696,9.7815E+12,Hardcover Nonfiction,12/20/2015,0
M TRAIN,Patti Smith,Knopf,1101875100,9.7811E+12,Hardcover Nonfiction,12/20/2015,0
THE MARTIAN,Andy Weir,Broadway,553418025,9.78055E+12,Trade Fiction Paperback,12/20/2015,58
THE MAN IN THE HIGH CASTLE,Philip K Dick,Mariner,547572484,9.78055E+12,Trade Fiction Paperback,12/20/2015,2
MY BRILLIANT FRIEND,Elena Ferrante,Europa Editions,1609450787,9.78161E+12,Trade Fiction Paperback,12/20/2015,14
THE ALCHEMIST,Paulo Coelho,HarperOne/HarperCollins,62315005,9.78006E+12,Trade Fiction Paperback,12/20/2015,383
READY PLAYER ONE,Ernest Cline,Broadway,307887448,9.78031E+12,Trade Fiction Paperback,12/20/2015,15
STARS OF FORTUNE,Nora Roberts,Berkley,425280101,9.78043E+12,Trade Fiction Paperback,12/20/2015,5
EVERYTHING I NEVER TOLD YOU,Celeste Ng,Penguin,143127551,9.78014E+12,Trade Fiction Paperback,12/20/2015,25
ORPHAN TRAIN,Christina Baker Kline,Morrow/HarperCollins,61950726,9.78006E+12,Trade Fiction Paperback,12/20/2015,103
"MERRY CHRISTMAS, ALEX CROSS",James Patterson,Grand Central,1455544949,9.78146E+12,Trade Fiction Paperback,12/20/2015,5
BROOKLYN,Colm Toibin,Scribner,1501106473,9.7815E+12,Trade Fiction Paperback,12/20/2015,6
GREY,E L James,Vintage,1101946342,9.7811E+12,Trade Fiction Paperback,12/20/2015,0
AT THE WATER'S EDGE,Sara Gruen,Spiegel & Grau,385523246,9.78039E+12,Trade Fiction Paperback,12/20/2015,0
THE GOLDFINCH,Donna Tartt,"Back Bay/Little, Brown",316055441,9.78032E+12,Trade Fiction Paperback,12/20/2015,0
STATION ELEVEN,Emily St. John Mandel,Vintage,804172447,9.7808E+12,Trade Fiction Paperback,12/20/2015,0
EUPHORIA,Lily King,Grove,802123708,9.7808E+12,Trade Fiction Paperback,12/20/2015,0
THE BOYS IN THE BOAT,Daniel James Brown,Penguin,143125478,9.78014E+12,Paperback Nonfiction,12/20/2015,80
I AM MALALA,Malala Yousafzai with Christina Lamb,"Little, Brown",316322423,9.78032E+12,Paperback Nonfiction,12/20/2015,27
IN THE HEART OF THE SEA,Nathaniel Philbrick,Penguin,143126814,9.78014E+12,Paperback Nonfiction,12/20/2015,24
YES PLEASE,Amy Poehler,Dey Street/Morrow,006226835X,9.78006E+12,Paperback Nonfiction,12/20/2015,14
ALEXANDER HAMILTON,Ron Chernow,Penguin,143034758,9.78014E+12,Paperback Nonfiction,12/20/2015,8
THE DEVIL IN THE WHITE CITY,Erik Larson,Vintage,375725601,9.78038E+12,Paperback Nonfiction,12/20/2015,312
THE NEW JIM CROW,Michelle Alexander,New Press,1595586431,9.7816E+12,Paperback Nonfiction,12/20/2015,102
QUIET,Susan Cain,Broadway,307352153,9.78031E+12,Paperback Nonfiction,12/20/2015,120
IS EVERYONE HANGING OUT WITHOUT ME?,Mindy Kaling,Three Rivers,307886271,9.78031E+12,Paperback Nonfiction,12/20/2015,75
JUST MERCY,Bryan Stevenson,Spiegel & Grau,081298496X,9.78081E+12,Paperback Nonfiction,12/20/2015,11
UNBROKEN,Laura Hillenbrand,Random House,812974492,9.78081E+12,Paperback Nonfiction,12/20/2015,0
THE POWER OF HABIT,Charles Duhigg,Random House,081298160X,9.78081E+12,Paperback Nonfiction,12/20/2015,0
OUTLIERS,Malcolm Gladwell,"Back Bay/Little, Brown",316017930,9.78032E+12,Paperback Nonfiction,12/20/2015,0
"THINKING, FAST AND SLOW",Daniel Kahneman,"Farrar, Straus & Giroux",374533555,9.78037E+12,Paperback Nonfiction,12/20/2015,0
NOT THAT KIND OF GIRL,Lena Dunham,Random House,812985176,9.78081E+12,Paperback Nonfiction,12/20/2015,0
THE PIONEER WOMAN COOKS: DINNERTIME,Ree Drummond,Morrow/HarperCollins,62225243,9.78006E+12,Advice How-To and Miscellaneous,12/20/2015,7
THE LIFE-CHANGING MAGIC OF TIDYING UP,Marie Kondo,Ten Speed,1607747308,9.78161E+12,Advice How-To and Miscellaneous,12/20/2015,58
THING EXPLAINER,Randall Munroe,Houghton Mifflin Harcourt,544668251,9.78054E+12,Advice How-To and Miscellaneous,12/20/2015,2
