,Title,Author,Publisher,Primary ISBN10,Primary ISBN13,NYT List,NYT List Published Date,Weeks on NYT List,Average Google Review,Google Review Count
3042,BLOOD MAGICK,Nora Roberts,Berkley,698144546,9.7807E+12,Combined Print and E-Book Fiction,12/14/2014,0,,
3043,UNBROKEN,Laura Hillenbrand,Random House,679603751,9.78068E+12,Combined Print and E-Book Nonfiction,12/14/2014,181,,
3044,WILD,Cheryl Strayed,Knopf,307957659,9.78031E+12,Combined Print and E-Book Nonfiction,12/14/2014,89,,
3045,THE RISE OF THEODORE ROOSEVELT,Edmund Morris,Modern Library,307777820,9.78031E+12,Combined Print and E-Book Nonfiction,12/14/2014,1,,
3046,MONEY: MASTER THE GAME,Tony Robbins,Simon & Schuster,1476757801,9.78148E+12,Advice How-To and Miscellaneous,12/14/2014,2,,
3047,MAKE IT AHEAD!,Ina Garten,Clarkson Potter,307464881,9.78031E+12,Advice How-To and Miscellaneous,12/14/2014,5,,
3048,THE WORLD OF ICE AND FIRE,"George R R Martin, Elio M García Jr and Linda Antonsson",Bantam,553805444,9.78055E+12,Advice How-To and Miscellaneous,12/14/2014,5,,
3049,THUG KITCHEN,the staff of Thug Kitchen,Rodale,1623363586,9.78162E+12,Advice How-To and Miscellaneous,12/14/2014,8,,
3050,EVERYTHING I NEED TO KNOW ABOUT CHRISTMAS I LEARNED FROM A LITTLE GOLDEN BOOK,Diane Muldrow,Golden Books,553497359,9.78055E+12,Advice How-To and Miscellaneous,12/14/2014,2,,
3051,THE FIVE LOVE LANGUAGES,Gary Chapman,Northfield,802473156,9.7808E+12,Advice How-To and Miscellaneous,12/14/2014,85,,
3052,WHAT I KNOW FOR SURE,Oprah Winfrey,Flatiron,1250054052,9.78125E+12,Advice How-To and Miscellaneous,12/14/2014,9,,
3053,EVERYTHING I NEED TO KNOW I LEARNED FROM A LITTLE GOLDEN BOOK,Diane Muldrow,Golden Books,307977617,9.78031E+12,Advice How-To and Miscellaneous,12/14/2014,30,,
3054,"YOU CAN, YOU WILL",Joel Osteen,FaithWords,1455575712,9.78146E+12,Advice How-To and Miscellaneous,12/14/2014,7,,
3055,THE SKINNYTASTE COOKBOOK,Gina Homolka with Heather K Jones,Clarkson Potter,385345623,9.78039E+12,Advice How-To and Miscellaneous,12/14/2014,0,,
3056,ZERO TO ONE,Peter Thiel with Blake Masters,Crown Business,804139296,9.7808E+12,Advice How-To and Miscellaneous,12/14/2014,0,,
3057,WHAT TO EXPECT WHEN YOU'RE EXPECTING,Heidi Murkoff and Sharon Mazel,Workman,761148574,9.78076E+12,Advice How-To and Miscellaneous,12/14/2014,0,,
3058,10-DAY GREEN SMOOTHIE CLEANSE,J J Smith,Atria,1501100114,9.7815E+12,Advice How-To and Miscellaneous,12/14/2014,0,,
3059,PLENTY MORE,Yotam Ottolenghi,Ten Speed,1607746212,9.78161E+12,Advice How-To and Miscellaneous,12/14/2014,0,,
3060,THE GREATEST GIFT,Ann Voskamp,Tyndale House,1414387083,9.78141E+12,Advice How-To and Miscellaneous,12/14/2014,0,,
3061,THE GRUMPY GUIDE TO LIFE,Grumpy Cat staff,Chronicle,1452134235,9.78145E+12,Advice How-To and Miscellaneous,12/14/2014,0,,
3062,HOW TO TELL IF YOUR CAT IS PLOTTING TO KILL YOU,Matthew Inman,Andrews McMeel,1449410243,9.78145E+12,Advice How-To and Miscellaneous,12/14/2014,0,,
3063,GO THE -- TO SLEEP,Adam Mansbach,Akashic Books,1617750255,9.78162E+12,Advice How-To and Miscellaneous,12/14/2014,0,,
3064,YOURS FOR CHRISTMAS,Susan Mallery,Harlequin,1459256476,9.78146E+12,Combined Print and E-Book Fiction,11/16/2014,1,,
3065,ONLY ENCHANTING,Mary Balogh,Signet,698156080,9.7807E+12,Combined Print and E-Book Fiction,11/16/2014,1,,
3066,BURN,James Patterson and Michael Ledwidge,"Little, Brown",316211028,9.78032E+12,Combined Print and E-Book Fiction,11/16/2014,5,,
3067,BURN FOR ME,Ilona Andrews,Avon,62289241,9.78006E+12,Combined Print and E-Book Fiction,11/16/2014,0,,
3068,THE LAST STAND OF THE TIN CAN SAILORS,James D Hornfischer,Bantam,030748730X,9.78031E+12,Combined Print and E-Book Nonfiction,11/16/2014,1,,
3069,THE GOOD SON,Christopher Andersen,Gallery,1476775583,9.78148E+12,Combined Print and E-Book Nonfiction,11/16/2014,0,,
3070,AGENTS OF THE APOCALYPSE,David Jeremiah,Tyndale House,1414380496,9.78141E+12,Advice How-To and Miscellaneous,11/16/2014,4,,
3071,10-DAY GREEN SMOOTHIE CLEANSE,J J Smith,Atria,1501100106,9.7815E+12,Advice How-To and Miscellaneous,11/16/2014,13,,
3072,"ACT LIKE A SUCCESS, THINK LIKE A SUCCESS",Steve Harvey,Amistad/HarperCollins,62220322,9.78006E+12,Advice How-To and Miscellaneous,11/16/2014,6,,
3073,THE MOTIVATION MANIFESTO,Brendon Burchard,Hay House,1401948073,9.7814E+12,Advice How-To and Miscellaneous,11/16/2014,0,,
3074,GRACE'S GUIDE,Grace Helbig,Touchstone,1476788006,9.78148E+12,Advice How-To and Miscellaneous,11/16/2014,0,,
3075,ONE POT,the editors of Martha Stewart Living,Clarkson Potter,307954412,9.78031E+12,Advice How-To and Miscellaneous,11/16/2014,0,,
3076,HOW TO COOK EVERYTHING FAST,Mark Bittman,Houghton Mifflin Harcourt,470936304,9.78047E+12,Advice How-To and Miscellaneous,11/16/2014,0,,
3077,BAKING CHEZ MOI,Dorie Greenspan,Rux Martin/Houghton Mifflin Harcourt,547724241,9.78055E+12,Advice How-To and Miscellaneous,11/16/2014,0,,
3078,HERITAGE,Sean Brock,Artisan,1579654630,9.78158E+12,Advice How-To and Miscellaneous,11/16/2014,0,,
3079,THE LOST KEY,Catherine Coulter and J T Ellison,Putnam,1101618752,9.7811E+12,Combined Print and E-Book Fiction,10/19/2014,1,,
3080,EDGE OF ETERNITY,Ken Follett,Dutton,698160576,9.7807E+12,Combined Print and E-Book Fiction,10/19/2014,3,,
3081,OUTLANDER,Diana Gabaldon,Dell,440335167,9.78044E+12,Combined Print and E-Book Fiction,10/19/2014,10,,
3082,STEPBROTHER DEAREST,Penelope Ward,Penelope Ward,1942215037,9.78194E+12,Combined Print and E-Book Fiction,10/19/2014,1,,
3083,DRAGONFLY IN AMBER,Diana Gabaldon,Dell,440335183,9.78044E+12,Combined Print and E-Book Fiction,10/19/2014,6,,
3084,A GOOD MARRIAGE,Stephen King,Scribner,150110442X,9.7815E+12,Combined Print and E-Book Fiction,10/19/2014,1,,
3085,IN YOUR DREAMS,Kristan Higgins,Harlequin,1460340248,9.78146E+12,Combined Print and E-Book Fiction,10/19/2014,1,,
3086,AMERICAN SNIPER,Chris Kyle with Scott McEwen and Jim DeFelice,Morrow/HarperCollins,006208237X,9.78006E+12,Combined Print and E-Book Nonfiction,10/19/2014,39,,
3087,THE HOT ZONE,Richard Preston,Anchor,307817652,9.78031E+12,Combined Print and E-Book Nonfiction,10/19/2014,3,,
3088,QUIET,Susan Cain,Crown,307452204,9.78031E+12,Combined Print and E-Book Nonfiction,10/19/2014,38,,
3089,ORANGE IS THE NEW BLACK,Piper Kerman,Spiegel & Grau,385530269,9.78039E+12,Combined Print and E-Book Nonfiction,10/19/2014,0,,
3090,THE TERRIBLE AND WONDERFUL REASONS WHY I RUN LONG DISTANCES,The Oatmeal,Andrews McMeel,1449459951,9.78145E+12,Advice How-To and Miscellaneous,10/19/2014,1,,
3091,HOW GOOGLE WORKS,Eric Schmidt and Jonathan Rosenberg,Grand Central,1455582344,9.78146E+12,Advice How-To and Miscellaneous,10/19/2014,2,,
3092,THE CONSCIOUS PARENT,Shefali Tsabary,Namaste,1897238452,9.7819E+12,Advice How-To and Miscellaneous,10/19/2014,7,,
3093,YOU CAN'T MAKE THIS STUFF UP,Theresa Caputo with Kristina Grish,Atria,147676445X,9.78148E+12,Advice How-To and Miscellaneous,10/19/2014,1,,
3094,CRAZY IS A COMPLIMENT,Linda Rottenberg,Portfolio,1591846641,9.78159E+12,Advice How-To and Miscellaneous,10/19/2014,0,,
3095,THE MYSTERY OF THE SHEMITAH,Jonathan Cahn,FrontLine,1629981931,9.78163E+12,Advice How-To and Miscellaneous,10/19/2014,0,,
3096,THE WAY OF SERENITY,Jonathan Morris,HarperOne/HarperCollins,62119133,9.78006E+12,Advice How-To and Miscellaneous,10/19/2014,0,,
3097,THE BEST YES,Lysa TerKeurst,Nelson Books/Thomas Nelson,1400205859,9.7814E+12,Advice How-To and Miscellaneous,10/19/2014,0,,
3098,GRAIN BRAIN,David Perlmutter with Kristin Loberg,"Little, Brown",031623480X,9.78032E+12,Advice How-To and Miscellaneous,10/19/2014,0,,
3099,WHEAT BELLY TOTAL HEALTH,Williams Davis,Rodale,1623364086,9.78162E+12,Advice How-To and Miscellaneous,10/19/2014,0,,
3100,COUNTDOWN,Fern Michaels,Kensington,1420134965,9.78142E+12,Combined Print and E-Book Fiction,9/21/2014,1,,
3101,THE BEST OF ME,Nicholas Sparks,Grand Central,1455556564,9.78146E+12,Combined Print and E-Book Fiction,9/21/2014,2,,
3102,SYCAMORE ROW,John Grisham,Doubleday,345543246,9.78035E+12,Combined Print and E-Book Fiction,9/21/2014,26,,
3103,SHIFTING SHADOWS,Patricia Briggs,Ace,1101609508,9.7811E+12,Combined Print and E-Book Fiction,9/21/2014,0,,
3104,THE PATH BETWEEN THE SEAS,David McCullough,Simon & Schuster,074320137X,9.78074E+12,Combined Print and E-Book Nonfiction,9/21/2014,0,,
3105,A SPY AMONG FRIENDS,Ben Macintyre,Crown,804136645,9.7808E+12,Combined Print and E-Book Nonfiction,9/21/2014,0,,
3106,THE NAZI OFFICER'S WIFE,Edith H Beer with Susan Dworkin,Morrow,62190040,9.78006E+12,Combined Print and E-Book Nonfiction,9/21/2014,0,,
3107,100 DAYS OF REAL FOOD,Lisa Leake,Morrow/HarperCollins,62252550,9.78006E+12,Advice How-To and Miscellaneous,9/21/2014,2,,
3108,IT STARTS WITH FOOD,Dallas and Melissa Hartwig,Victory Belt,1628600543,9.78163E+12,Advice How-To and Miscellaneous,9/21/2014,17,,
3109,THE WISDOM OF OZ,Roger Connors and Tom Smith,Portfolio/Penguin,159184715X,9.78159E+12,Advice How-To and Miscellaneous,9/21/2014,1,,
3110,DARING GREATLY,Brené Brown,Gotham,1592407331,9.78159E+12,Advice How-To and Miscellaneous,9/21/2014,0,,
3111,#GIRLBOSS,Sophia Amoruso,Portfolio/Penguin/Putnam,039916927X,9.7804E+12,Advice How-To and Miscellaneous,9/21/2014,0,,
3112,HOW TO BE PARISIAN WHEREVER YOU ARE,"Anne Berest, Audrey Diwan, Caroline de Maigret and Sophie Mas",Doubleday,385538650,9.78039E+12,Advice How-To and Miscellaneous,9/21/2014,0,,
3113,A LOVE AFFAIR WITH SOUTHERN COOKING,Jean Anderson,Morrow,61914509,9.78006E+12,Advice How-To and Miscellaneous,9/21/2014,0,,
3114,GROWING UP DUGGAR,"Jana, Jill, Jessa and Jinger Duggar",Howard Books,1451679165,9.78145E+12,Advice How-To and Miscellaneous,9/21/2014,0,,
3115,WHEAT BELLY,William Davis,Rodale,1609614798,9.78161E+12,Advice How-To and Miscellaneous,9/21/2014,0,,
3116,THE FAST METABOLISM DIET,Haylie Pomroy with Eve Adamson,Harmony,307986276,9.78031E+12,Advice How-To and Miscellaneous,9/21/2014,0,,
3117,DARK SKYE,Kresley Cole,Gallery,1451649967,9.78145E+12,Combined Print and E-Book Fiction,8/24/2014,1,,
3118,THE MAGICIAN'S LAND,Lev Grossman,Viking,1101633530,9.7811E+12,Combined Print and E-Book Fiction,8/24/2014,1,,
3119,NIGHT MOVES,Nora Roberts,Silhouette,146034278X,9.78146E+12,Combined Print and E-Book Fiction,8/24/2014,1,,
3120,NOT A DRILL,Lee Child,Delacorte,804178836,9.7808E+12,Combined Print and E-Book Fiction,8/24/2014,2,,
3121,THE BOOK OF LIFE,Deborah Harkness,Viking,698163478,9.7807E+12,Combined Print and E-Book Fiction,8/24/2014,0,,
3122,FIFTY SHADES DARKER,E L James,Vintage,1612130593,9.78161E+12,Combined Print and E-Book Fiction,8/24/2014,0,,
3123,HOW THE WORLD SEES YOU,Sally Hogshead,Harper/HarperCollins,62230697,9.78006E+12,Advice How-To and Miscellaneous,8/24/2014,2,,
3124,EATING ON THE WILD SIDE,Jo Robinson,"Little, Brown",316227935,9.78032E+12,Advice How-To and Miscellaneous,8/24/2014,4,,
3125,GOODNIGHT DARTH VADER,Jeffrey Brown,Chronicle,1452128308,9.78145E+12,Advice How-To and Miscellaneous,8/24/2014,3,,
3126,THE BLOOD SUGAR SOLUTION 10-DAY DETOX DIET,Mark Hyman,"Little, Brown",316230022,9.78032E+12,Advice How-To and Miscellaneous,8/24/2014,20,,
3127,THE PALEO KITCHEN,Juli Bauer and George Bryant,Victory Belt,1628600101,9.78163E+12,Advice How-To and Miscellaneous,8/24/2014,8,,
3128,ESSENTIALISM,Greg McKeown,Crown Business,804137382,9.7808E+12,Advice How-To and Miscellaneous,8/24/2014,2,,
3129,PRACTICAL PALEO,Diane Sanfilippo,Victory Belt,1936608758,9.78194E+12,Advice How-To and Miscellaneous,8/24/2014,14,,
3130,TOP SECRET TWENTY-ONE,Janet Evanovich,Bantam,345542940,9.78035E+12,Combined Print and E-Book Fiction,7/27/2014,4,,
3131,THE GIRLS OF AUGUST,Anne Rivers Siddons,Grand Central,446565849,9.78045E+12,Combined Print and E-Book Fiction,7/27/2014,1,,
3132,MR. MERCEDES,Stephen King,Scribner,1476754462,9.78148E+12,Combined Print and E-Book Fiction,7/27/2014,6,,
3133,ALL FALL DOWN,Jennifer Weiner,Atria,1451617801,9.78145E+12,Combined Print and E-Book Fiction,7/27/2014,4,,
3134,CHILL FACTOR,Sandra Brown,Simon & Schuster,743290062,9.78074E+12,Combined Print and E-Book Fiction,7/27/2014,1,,
3135,WRITTEN IN MY OWN HEART'S BLOOD,Diana Gabaldon,Delacorte,044024644X,9.78044E+12,Combined Print and E-Book Fiction,7/27/2014,0,,
3136,THE CUCKOO'S CALLING,Robert Galbraith,"Mulholland/Little, Brown",316206865,9.78032E+12,Combined Print and E-Book Fiction,7/27/2014,0,,
3137,A THREE DOG LIFE,Abigail Thomas,Houghton Mifflin Harcourt,156033062,9.78016E+12,Combined Print and E-Book Nonfiction,7/27/2014,2,,
3138,A WORLD ON FIRE,Amanda Foreman,Random House,679603972,9.78068E+12,Combined Print and E-Book Nonfiction,7/27/2014,1,,
3139,BUSINESS ADVENTURES,John Brooks,Open Road,1497640199,9.7815E+12,Combined Print and E-Book Nonfiction,7/27/2014,1,,
3140,SHIP OF GHOSTS,James D Hornfischer,Bantam,307490882,9.78031E+12,Combined Print and E-Book Nonfiction,7/27/2014,1,,
3141,BECOMING QUEEN VICTORIA,Kate Williams,Ballantine,345521935,9.78035E+12,Combined Print and E-Book Nonfiction,7/27/2014,0,,
3142,LONE SURVIVOR,Marcus Luttrell with Patrick Robinson,"Little, Brown",316007544,9.78032E+12,Combined Print and E-Book Nonfiction,7/27/2014,0,,
3143,LAUNCH,Jeff Walker,Morgan James,1630470171,9.78163E+12,Advice How-To and Miscellaneous,7/27/2014,2,,
3144,THE ALLIANCE,"Reid Hoffman, Ben Casnocha and Chris Yeh",Harvard Business Review,1625275773,9.78163E+12,Advice How-To and Miscellaneous,7/27/2014,1,,
3145,INSTINCT,T D Jakes,FaithWords,1455554049,9.78146E+12,Advice How-To and Miscellaneous,7/27/2014,10,,
3146,10-DAY GREEN SMOOTHIE CLEANSE,J J Smith,Atria,982301820,9.78098E+12,Advice How-To and Miscellaneous,7/27/2014,1,,
3147,IT STARTS WITH FOOD,Dallas and Melissa Hartwig,Victory Belt,1936608898,9.78194E+12,Advice How-To and Miscellaneous,7/27/2014,10,,
3148,THE DOCTOR'S DIET,Travis Stork,Bird Street,1939457033,9.78194E+12,Advice How-To and Miscellaneous,7/27/2014,19,,
3149,SUPER SHRED,Ian K Smith,St. Martin's,1250044537,9.78125E+12,Advice How-To and Miscellaneous,7/27/2014,14,,
3150,THE SECRET,Rhonda Byrne,Atria,1582701709,9.78158E+12,Advice How-To and Miscellaneous,7/27/2014,18,,
3151,HYPERBOLE AND A HALF,Allie Brosh,Touchstone,1451666179,9.78145E+12,Advice How-To and Miscellaneous,7/27/2014,25,,
3152,UNLUCKY 13,James Patterson and Maxine Paetro,"Little, Brown",316211281,9.78032E+12,Combined Print and E-Book Fiction,6/29/2014,6,,
3153,THE TARGET,David Baldacci,Grand Central,145552123X,9.78146E+12,Combined Print and E-Book Fiction,6/29/2014,8,,
3154,THE ONE AND ONLY,Emily Giffin,Ballantine,034554689X,9.78035E+12,Combined Print and E-Book Fiction,6/29/2014,4,,
3155,INFERNO,Dan Brown,Anchor,1400079152,9.7814E+12,Combined Print and E-Book Fiction,6/29/2014,28,,
3156,STORMY PERSUASION,Johanna Lindsey,Gallery,1476714312,9.78148E+12,Combined Print and E-Book Fiction,6/29/2014,0,,
3157,THE VACATIONERS,Emma Straub,Riverhead,1101618043,9.7811E+12,Combined Print and E-Book Fiction,6/29/2014,0,,
3158,NATCHEZ BURNING,Greg Iles,Morrow/HarperCollins,62311107,9.78006E+12,Combined Print and E-Book Fiction,6/29/2014,0,,
3159,I KNOW WHY THE CAGED BIRD SINGS,Maya Angelou,Random House,1588369250,9.78159E+12,Combined Print and E-Book Nonfiction,6/29/2014,3,,
3160,THE ROMANOV SISTERS,Helen Rappaport,St. Martin's,1250020212,9.78125E+12,Combined Print and E-Book Nonfiction,6/29/2014,1,,
3161,QUEEN OF THE CONQUEROR,Tracy Borman,Bantam,553908251,9.78055E+12,Combined Print and E-Book Nonfiction,6/29/2014,0,,
3162,DARTH VADER AND SON,Jeffrey Brown,Chronicle Books,145210655X,9.78145E+12,Advice How-To and Miscellaneous,6/29/2014,8,,
3163,VADER'S LITTLE PRINCESS,Jeffrey Brown,Chronicle,1452118698,9.78145E+12,Advice How-To and Miscellaneous,6/29/2014,16,,
3164,THE EVERYGIRL'S GUIDE TO DIET AND FITNESS,Maria Menounos,Zinc Ink/Ballantine,804177139,9.7808E+12,Advice How-To and Miscellaneous,6/29/2014,2,,
3165,ESSENTIAL OILS FOR BEGINNERS,the staff of Althea Press,Callisto Media,1623152593,9.78162E+12,Advice How-To and Miscellaneous,6/29/2014,1,,
3166,GUY ON FIRE,Guy Fieri with Ann Volkwein,Morrow,006224471X,9.78006E+12,Advice How-To and Miscellaneous,6/29/2014,5,,
3167,"CONGRATULATIONS, BY THE WAY",George Saunders,Random House,812996275,9.78081E+12,Advice How-To and Miscellaneous,6/29/2014,8,,
3168,THE SKIN COLLECTOR,Jeffery Deaver,Grand Central,1455517119,9.78146E+12,Combined Print and E-Book Fiction,6/1/2014,1,,
3169,ANY OTHER NAME,Craig Johnson,Viking,698163532,9.7807E+12,Combined Print and E-Book Fiction,6/1/2014,1,,
3170,THE COLLECTOR,Nora Roberts,Putnam,1101617284,9.7811E+12,Combined Print and E-Book Fiction,6/1/2014,5,,
3171,THE KILL SWITCH,James Rollins and Grant Blackwood,Morrow/HarperCollins,62135287,9.78006E+12,Combined Print and E-Book Fiction,6/1/2014,1,,
3172,ETCHED IN SAND,Regina Calcaterra,Morrow,62218840,9.78006E+12,Combined Print and E-Book Nonfiction,6/1/2014,0,,
3173,SPARTAN UP!,Joe De Sena with Jeff O'Connell,Houghton Mifflin Harcourt,544286170,9.78054E+12,Advice How-To and Miscellaneous,6/1/2014,1,,
3174,SMART MONEY SMART KIDS,Dave Ramsey and Rachel Cruze,Lampo,1937077632,9.78194E+12,Advice How-To and Miscellaneous,6/1/2014,4,,
3175,THE BODY BOOK,Cameron Diaz with Sandra Bark,HarperWave,62252747,9.78006E+12,Advice How-To and Miscellaneous,6/1/2014,19,,
3176,LEAN IN FOR GRADUATES,Sheryl Sandberg with Nell Scovell,Knopf,385353677,9.78039E+12,Advice How-To and Miscellaneous,6/1/2014,3,,
3177,HOW CAN IT BE GLUTEN FREE COOKBOOK,The Editors at America's Test Kitchen,Cook's Illustrated,1936493616,9.78194E+12,Advice How-To and Miscellaneous,6/1/2014,6,,
3178,WHEAT BELLY,William Davis,Rodale,1609611543,9.78161E+12,Advice How-To and Miscellaneous,6/1/2014,52,,
3179,THE BACK IN THE DAY BAKERY COOKBOOK,Cheryl Day and Griffith Day,Artisan,1579656153,9.78158E+12,Advice How-To and Miscellaneous,6/1/2014,1,,
3180,FOUR BLOOD MOONS,John Hagee,Worthy,1617952141,9.78162E+12,Advice How-To and Miscellaneous,6/1/2014,16,,
3181,NYPD RED 2,James Patterson and Marshall Karp,"Little, Brown",316211249,9.78032E+12,Combined Print and E-Book Fiction,5/4/2014,4,,
3182,THE FIXED TRILOGY,Laurelin Paige,Laurelin Paige,991379640,9.78099E+12,Combined Print and E-Book Fiction,5/4/2014,5,,
3183,I'VE GOT YOU UNDER MY SKIN,Mary Higgins Clark,Simon & Schuster,1476749108,9.78148E+12,Combined Print and E-Book Fiction,5/4/2014,3,,
3184,MISSING YOU,Harlan Coben,Dutton,698148630,9.7807E+12,Combined Print and E-Book Fiction,5/4/2014,5,,
3185,KEEP QUIET,Lisa Scottoline,St. Martin's,1466842040,9.78147E+12,Combined Print and E-Book Fiction,5/4/2014,0,,
3186,THE HANGING JUDGE,Michael Ponsor,Open Road Media,1480441929,9.78148E+12,Combined Print and E-Book Fiction,5/4/2014,0,,
3187,FREAKONOMICS,Steven D Levitt and Stephen J Dubner,HarperCollins,61792802,9.78006E+12,Combined Print and E-Book Nonfiction,5/4/2014,1,,
3188,90 MINUTES IN HEAVEN,Don Piper with Cecil Murphey,Baker,1441200002,9.78144E+12,Combined Print and E-Book Nonfiction,5/4/2014,0,,
3189,SKINNY MEALS,Bob Harper,Ballantine,804178895,9.7808E+12,Advice How-To and Miscellaneous,5/4/2014,1,,
3190,THE HUNT,David Farbman,Jossey-Bass,1118858247,9.78112E+12,Advice How-To and Miscellaneous,5/4/2014,1,,
3191,THE HUNGRY GIRL DIET,Lisa Lillien,St. Martin's,312676794,9.78031E+12,Advice How-To and Miscellaneous,5/4/2014,4,,
3192,MY BOYFRIEND BARFED IN MY HANDBAG ... AND OTHER THINGS YOU CAN'T ASK MARTHA,Jolie Kerr,Plume,142196932,9.78014E+12,Advice How-To and Miscellaneous,5/4/2014,1,,
3193,MIRACLES NOW,Gabrielle Bernstein,Hay House,1401944345,9.7814E+12,Advice How-To and Miscellaneous,5/4/2014,2,,
3194,I QUIT SUGAR,Sarah Wilson,Clarkson Potter,804186014,9.7808E+12,Advice How-To and Miscellaneous,5/4/2014,1,,
3195,BEAUTIFUL RUINS,Jess Walter,Harper Perennial,006209808X,9.78006E+12,Combined Print and E-Book Fiction,4/6/2014,1,,
3196,SYCAMORE ROW,John Grisham,Doubleday,385537921,9.78039E+12,Combined Print and E-Book Fiction,4/6/2014,22,,
3197,YOU SHOULD HAVE KNOWN,Jean Hanff Korelitz,Grand Central,1455599506,9.78146E+12,Combined Print and E-Book Fiction,4/6/2014,1,,
3198,BULLSEYE,David Baldacci,Grand Central Publishing,1455557285,9.78146E+12,Combined Print and E-Book Fiction,4/6/2014,0,,
3199,THE BOOTLEGGER,Clive Cussler and Justin Scott,Putnam,698140737,9.7807E+12,Combined Print and E-Book Fiction,4/6/2014,0,,
3200,NOT COOL,Greg Gutfeld,Crown Forum,804138540,9.7808E+12,Combined Print and E-Book Nonfiction,4/6/2014,1,,
3201,THE SILVER LINING,Hollye Jacobs Photographs  Elizabeth Messina,Atria,1476743711,9.78148E+12,Advice How-To and Miscellaneous,4/6/2014,1,,
3202,A NEW EARTH,Eckhart Tolle,Penguin,452289963,9.78045E+12,Advice How-To and Miscellaneous,4/6/2014,1,,
3203,THE HARD THING ABOUT HARD THINGS,Ben Horowitz,HarperBusiness,62273205,9.78006E+12,Advice How-To and Miscellaneous,4/6/2014,3,,
3204,I CAN SEE CLEARLY NOW,Wayne W Dyer,Hay House,1401944035,9.7814E+12,Advice How-To and Miscellaneous,4/6/2014,4,,
3205,SUCCESS THROUGH STILLNESS,Russell Simmons with Chris Morrow,Gotham,1592408656,9.78159E+12,Advice How-To and Miscellaneous,4/6/2014,3,,
3206,THE DANIEL PLAN,"Rick Warren, Daniel Amen, Mark Hyman and others",Zondervan,310344298,9.78031E+12,Advice How-To and Miscellaneous,4/6/2014,16,,
3207,THE OH SHE GLOWS COOKBOOK,Angela Liddon,Avery,1583335277,9.78158E+12,Advice How-To and Miscellaneous,4/6/2014,1,,
3208,RADICAL REMISSION,Kelly A Turner,HarperOne,62268759,9.78006E+12,Advice How-To and Miscellaneous,4/6/2014,1,,
3209,PRIVATE L.A.,James Patterson and Mark Sullivan,"Little, Brown",316211117,9.78032E+12,Combined Print and E-Book Fiction,3/9/2014,2,,
3210,KILLER,Jonathan Kellerman,Ballantine,345548418,9.78035E+12,Combined Print and E-Book Fiction,3/9/2014,2,,
3211,VAMPIRE MOST WANTED,Lynsay Sands,Avon/HarperCollins,62078097,9.78006E+12,Combined Print and E-Book Fiction,3/9/2014,1,,
3212,ONCE IN A LIFETIME,Jill Shalvis,Grand Central,1455521140,9.78146E+12,Combined Print and E-Book Fiction,3/9/2014,1,,
3213,STILL LIFE WITH BREAD CRUMBS,Anna Quindlen,Random House,812995759,9.78081E+12,Combined Print and E-Book Fiction,3/9/2014,4,,
3214,WINTER'S TALE,Mark Helprin,Mariner,547543867,9.78055E+12,Combined Print and E-Book Fiction,3/9/2014,0,,
3215,ENDER'S GAME,Orson Scott Card,Tor/Tom Doherty,142996393X,9.78143E+12,Combined Print and E-Book Fiction,3/9/2014,0,,
3216,THE MONUMENTS MEN,Robert M Edsel with Bret Witter,Center Street,1599952653,9.7816E+12,Combined Print and E-Book Nonfiction,3/9/2014,7,,
3217,YOUNG MONEY,Kevin Roose,Grand Central,1455572322,9.78146E+12,Combined Print and E-Book Nonfiction,3/9/2014,1,,
3218,THE STORY OF THE TRAPP FAMILY SINGERS,Maria Augusta Trapp,Morrow,62091972,9.78006E+12,Combined Print and E-Book Nonfiction,3/9/2014,0,,
3219,THE WOLF OF WALL STREET,Jordan Belfort,Bantam,553904248,9.78055E+12,Combined Print and E-Book Nonfiction,3/9/2014,0,,
3220,DECODED COMPANY,Leerom Segal and others,Penguin Group (USA) Incorporated,1591847141,9.78159E+12,Advice How-To and Miscellaneous,3/9/2014,1,,
